routes,path_len,providers_per_rule,prefix_rules_per_origin,origin_diversity_pct,generated_prefix_rules,active_prefix_rules,distinct_origins,case,wall_us_mean,wall_us_ci95,total_ns_mean,total_ns_ci95,total_us_mean,total_us_ci95,calls_mean,calls_ci95,avg_ns_mean,avg_ns_ci95,rss_kb_mean,rss_kb_ci95,user_us_mean,user_us_ci95,sys_us_mean,sys_us_ci95,minflt_mean,minflt_ci95,majflt_mean,majflt_ci95,nvcsw_mean,nvcsw_ci95,nivcsw_mean,nivcsw_ci95,delta_total_ns_pct_vs_original,delta_wall_pct_vs_original,delta_total_pct_vs_original,delta_avg_ns_pct_vs_original,delta_rss_pct_vs_original,delta_user_pct_vs_original,delta_sys_pct_vs_original
1000000,4,10,16,1,160000,160000,10000,trie-hit,1097988.5,6410.1,321371317.7,2271271.44,321370.8,2271.32,1000000.0,0.0,320.8,2.23,2106274.4,51.2,4440664.7,65805.91,1274595.8,52035.54,529854.0,0.95,0.0,0.0,0.0,0.0,64.8,2.84,110.08,26.52,110.08,110.36,12.81,18.04,10.04
1000000,4,10,16,1,160000,160000,10000,trie-miss,1052501.4,5086.43,263298474.0,537456.35,263298.0,537.36,1000000.0,0.0,262.8,0.56,2106266.4,64.93,4355548.9,40563.04,1286608.8,39049.1,529854.5,0.97,0.0,0.0,0.0,0.0,64.4,2.85,72.12,21.28,72.12,72.33,12.81,15.77,11.07
1000000,4,10,16,2,320000,320000,20000,hybrid-global,928399.2,10239.46,158707530.3,721981.32,158707.0,721.95,1000000.0,0.0,158.3,0.83,1917456.0,46.49,3933310.0,65092.01,1094816.3,52280.62,481997.8,0.66,0.0,0.0,0.0,0.0,54.6,2.78,-5.57,-1.23,-5.57,-5.55,1.61,-1.18,-5.17
1000000,4,10,16,2,320000,320000,20000,hybrid-hit,1093270.9,3745.51,302512483.4,1103563.76,302512.1,1103.48,1000000.0,0.0,302.2,1.21,2187233.2,53.22,4975838.9,71366.76,1249368.3,65520.27,550907.1,0.92,0.0,0.0,0.0,0.0,80.6,20.91,80.00,16.31,80.00,80.31,15.91,25.01,8.21
1000000,4,10,16,2,320000,320000,20000,hybrid-miss,1086697.8,3588.9,284275148.5,905491.24,284274.6,905.39,1000000.0,0.0,283.8,1.0,2187178.8,40.04,4955386.4,19302.2,1265940.4,23781.07,550906.6,0.84,0.0,0.0,0.0,0.0,71.7,4.49,69.14,15.61,69.14,69.33,15.91,24.49,9.65
1000000,4,10,16,2,320000,320000,20000,original-global,939937.5,60963.98,168066221.6,6669930.45,168065.8,6669.97,1000000.0,0.0,167.6,6.75,1887014.4,95.1,3980470.0,185483.98,1154541.3,83680.88,474389.6,1.13,0.0,0.0,0.0,0.0,53.2,5.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000000,4,10,16,2,320000,320000,20000,linear-global,877850.6,8410.13,159841911.7,853353.0,159841.6,853.34,1000000.0,0.0,159.2,0.81,1895752.0,76.07,3865357.2,49633.26,1104575.7,41008.92,476593.5,0.97,0.0,0.0,0.0,0.0,57.0,4.34,-4.89,-6.61,-4.89,-5.01,0.46,-2.89,-4.33
1000000,4,10,16,2,320000,320000,20000,linear-hit,1053361.4,7539.0,305152668.7,1387643.74,305152.2,1387.71,1000000.0,0.0,304.6,1.27,2165015.2,88.93,4919648.5,43604.75,1248934.7,50035.48,545345.8,1.11,0.0,0.0,0.0,0.0,70.4,4.55,81.57,12.07,81.57,81.74,14.73,23.59,8.18
1000000,4,10,16,2,320000,320000,20000,linear-miss,1067252.4,48432.72,295637650.1,5474966.91,295637.1,5474.9,1000000.0,0.0,295.1,5.59,2164964.8,116.77,5002590.6,174063.75,1269234.5,85986.69,545345.2,1.11,0.0,0.0,0.0,0.0,75.4,13.26,75.91,13.55,75.91,76.07,14.73,25.68,9.93
1000000,4,10,16,2,320000,320000,20000,trie-global,934761.9,11791.14,170979487.1,768061.77,170979.0,768.07,1000000.0,0.0,170.4,0.9,1916100.0,100.66,3920181.1,36914.96,1104014.8,29125.48,481685.3,0.83,0.0,0.0,0.0,0.0,56.2,2.71,1.73,-0.55,1.73,1.67,1.54,-1.51,-4.38
1000000,4,10,16,2,320000,320000,20000,trie-hit,1227428.5,11178.42,420258706.6,3924254.46,420258.2,3924.3,1000000.0,0.0,419.6,3.98,2353184.0,63.52,5012857.4,80167.47,1377271.8,51793.85,592393.3,1.35,0.0,0.0,0.0,0.0,78.6,6.09,150.06,30.59,150.06,150.36,24.70,25.94,19.29
1000000,4,10,16,2,320000,320000,20000,trie-miss,1179033.8,10289.69,359110585.5,1192689.25,359110.1,1192.75,1000000.0,0.0,358.6,1.18,2353186.0,61.0,4999087.2,37358.55,1320013.8,46222.51,592392.6,0.97,0.0,0.0,0.0,0.0,71.7,4.2,113.67,25.44,113.67,113.96,24.70,25.59,14.33
